FileName = C:\Escalation\Intel\JAM Escalations\ALE441-4227196_4764 Cap crash with Access Violation\Project\UPC\Work\CollectLog\CcuFiles\Log\Meslog.ml_91

LogCount = 1801
  Ascii(1)  26  :**************************
  Ascii(1)  28  :****************************
  Ascii(1)  28  :****************************
  Ascii(1)  28  :****************************
  Ascii(1)  27  :***************************
  Ascii(1)  29  :*****************************
  Ascii(1)  28  :****************************
  Ascii(1)  21  :*********************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  23  :***********************
  Ascii(1)  22  :**********************
  Ascii(1)  23  :***********************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  23  :***********************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  33  :*********************************
  Ascii(1)  31  :*******************************
  Ascii(1)  34  :**********************************
  Ascii(1)  32  :********************************
  Ascii(1)  34  :**********************************
  Ascii(1)  28  :****************************
  Ascii(1)  28  :****************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  34  :**********************************
  Ascii(1)  24  :************************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  24  :************************
  Ascii(1)  22  :**********************
  Ascii(1)  24  :************************
  Ascii(1)  22  :**********************
  Ascii(1)  24  :************************
  Ascii(1)  18  :******************
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  15  :***************
  Ascii(1)  15  :***************
  Ascii(1)  15  :***************
  Ascii(1)  19  :*******************
  Ascii(1)   9  :*********
  Ascii(1)  10  :**********
  Ascii(1)   8  :********
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  18  :******************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  19  :*******************
  Ascii(1)  21  :*********************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  26  :**************************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  14  :**************
  Ascii(1)  14  :**************
  Ascii(1)  14  :**************
  Ascii(1)  14  :**************
  Ascii(1)  14  :**************
  Ascii(1)  14  :**************
  Ascii(1)  14  :**************
  Ascii(1)  12  :************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  10  :**********
  Ascii(1)   9  :*********
  Ascii(1)  13  :*************
  Ascii(1)  13  :*************
  Ascii(1)  13  :*************
  Ascii(1)  13  :*************
  Ascii(1)  15  :***************
  Ascii(1)  23  :***********************
  Ascii(1)  20  :********************
  Ascii(1)  20  :********************
  Ascii(1)  20  :********************
  Ascii(1)  20  :********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)  10  :**********
  Ascii(1)  11  :***********
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)  11  :***********
  Ascii(1)  12  :************
  Ascii(1)  11  :***********
  Ascii(1)  12  :************
  Ascii(1)  11  :***********
  Ascii(1)  12  :************
  Ascii(1)  11  :***********
  Ascii(1)  12  :************
  Ascii(1)  10  :**********
  Ascii(1)  18  :******************
  Ascii(1)  20  :********************
  Ascii(1)  17  :*****************
  Ascii(1)  11  :***********
  Ascii(1)  12  :************
  Ascii(1)  13  :*************
  Ascii(1)  28  :****************************
  Ascii(1)  25  :*************************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  27  :***************************
  Ascii(1)  27  :***************************
  Ascii(1)  32  :********************************
  Ascii(1)  25  :*************************
  Ascii(1)  28  :****************************
  Ascii(1)  25  :*************************
  Ascii(1)  26  :**************************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  32  :********************************
  Ascii(1)  32  :********************************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  34  :**********************************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  27  :***************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  28  :****************************
  Ascii(1)  28  :****************************
  Ascii(1)  28  :****************************
  Ascii(1)  27  :***************************
  Ascii(1)  29  :*****************************
  Ascii(1)  28  :****************************
  Ascii(1)  21  :*********************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  23  :***********************
  Ascii(1)  22  :**********************
  Ascii(1)  23  :***********************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  23  :***********************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  28  :****************************
  Ascii(1)  28  :****************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  34  :**********************************
  Ascii(1)  24  :************************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  24  :************************
  Ascii(1)  22  :**********************
  Ascii(1)  24  :************************
  Ascii(1)  22  :**********************
  Ascii(1)  24  :************************
  Ascii(1)  18  :******************
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  15  :***************
  Ascii(1)  15  :***************
  Ascii(1)  15  :***************
  Ascii(1)  19  :*******************
  Ascii(1)   9  :*********
  Ascii(1)  10  :**********
  Ascii(1)   8  :********
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  18  :******************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  19  :*******************
  Ascii(1)  21  :*********************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  26  :**************************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  14  :**************
  Ascii(1)  14  :**************
  Ascii(1)  14  :**************
  Ascii(1)  14  :**************
  Ascii(1)  14  :**************
  Ascii(1)  14  :**************
  Ascii(1)  14  :**************
  Ascii(1)  12  :************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  10  :**********
  Ascii(1)   9  :*********
  Ascii(1)  13  :*************
  Ascii(1)  13  :*************
  Ascii(1)  13  :*************
  Ascii(1)  13  :*************
  Ascii(1)  15  :***************
  Ascii(1)  23  :***********************
  Ascii(1)  20  :********************
  Ascii(1)  20  :********************
  Ascii(1)  20  :********************
  Ascii(1)  20  :********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)  10  :**********
  Ascii(1)  11  :***********
  Ascii(1)   9  :*********
  Ascii(1)   9  :*********
  Ascii(1)  11  :***********
  Ascii(1)  12  :************
  Ascii(1)  11  :***********
  Ascii(1)  12  :************
  Ascii(1)  11  :***********
  Ascii(1)  12  :************
  Ascii(1)  11  :***********
  Ascii(1)  12  :************
  Ascii(1)  10  :**********
  Ascii(1)  18  :******************
  Ascii(1)  20  :********************
  Ascii(1)  17  :*****************
  Ascii(1)  11  :***********
  Ascii(1)  12  :************
  Ascii(1)  13  :*************
  Ascii(1)  28  :****************************
  Ascii(1)  25  :*************************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  27  :***************************
  Ascii(1)  27  :***************************
  Ascii(1)  32  :********************************
  Ascii(1)  25  :*************************
  Ascii(1)  28  :****************************
  Ascii(1)  25  :*************************
  Ascii(1)  26  :**************************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  32  :********************************
  Ascii(1)  32  :********************************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  34  :**********************************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  27  :***************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  28  :****************************
  Ascii(1)  28  :****************************
  Ascii(1)  28  :****************************
  Ascii(1)  27  :***************************
  Ascii(1)  29  :*****************************
  Ascii(1)  28  :****************************
  Ascii(1)  21  :*********************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  23  :***********************
  Ascii(1)  22  :**********************
  Ascii(1)  23  :***********************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  23  :***********************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  28  :****************************
  Ascii(1)  28  :****************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  34  :**********************************
  Ascii(1)  24  :************************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  19  :*******************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  17  :*****************
  Ascii(1)  24  :************************
  Ascii(1)  22  :**********************
  Ascii(1)  24  :************************
  Ascii(1)  22  :**********************
  Ascii(1)  24  :************************
  Ascii(1)  18  :******************
  Ascii(1)  18  :******************
  Ascii(1)  21  :*********************
  Ascii(1)  21  :*********************
  Ascii(1)  18  :******************
  Ascii(1)  21  :*********************
  Ascii(1)  21  :*********************
  Ascii(1)  11  :***********
  Ascii(1)  11  :***********
  Ascii(1)  11  :***********
  Ascii(1)  11  :***********
  Ascii(1)  11  :***********
  Ascii(1)  11  :***********
  Ascii(1)  22  :**********************
  Ascii(1)  21  :*********************
  Ascii(1)  27  :***************************
  Ascii(1)  26  :**************************
  Ascii(1)  22  :**********************
  Ascii(1)  21  :*********************
  Ascii(1)  17  :*****************
  Ascii(1)  20  :********************
  Ascii(1)  20  :********************
  Ascii(1)  18  :******************
  Ascii(1)  21  :*********************
  Ascii(1)  21  :*********************
  Ascii(1)  22  :**********************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  18  :******************
  Ascii(1)  11  :***********
  Ascii(1)  11  :***********
  Ascii(1)  24  :************************
  Ascii(1)  23  :***********************
  Ascii(1)  22  :**********************
  Ascii(1)  20  :********************
  Ascii(1)  19  :*******************
  Ascii(1)  27  :***************************
  Ascii(1)  16  :****************
  Ascii(1)  23  :***********************
  Ascii(1)  24  :************************
  Ascii(1)  22  :**********************
  Ascii(1)  17  :*****************
  Ascii(1)  20  :********************
  Ascii(1)  20  :********************
  Ascii(1)  18  :******************
  Ascii(1)  21  :*********************
  Ascii(1)  21  :*********************
  Ascii(1)  22  :**********************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  18  :******************
  Ascii(1)  11  :***********
  Ascii(1)  11  :***********
  Ascii(1)  24  :************************
  Ascii(1)  23  :***********************
  Ascii(1)  22  :**********************
  Ascii(1)  27  :***************************
  Ascii(1)  16  :****************
  Ascii(1)  23  :***********************
  Ascii(1)  24  :************************
  Ascii(1)  22  :**********************
  Ascii(1)  13  :*************
  Ascii(1)  20  :********************
  Ascii(1)  19  :*******************
  Ascii(1)  21  :*********************
  Ascii(1)  13  :*************
  Ascii(1)  14  :**************
  Ascii(1)  21  :*********************
  Ascii(1)  20  :********************
  Ascii(1)  22  :**********************
  Ascii(1)  13  :*************
  Ascii(1)  13  :*************
  Ascii(1)  17  :*****************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  24  :************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  31  :*******************************
  Ascii(1)  31  :*******************************
  Ascii(1)  31  :*******************************
  Ascii(1)  31  :*******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  24  :************************
  Ascii(1)  30  :******************************
  Ascii(1)  21  :*********************
  Ascii(1)  26  :**************************
  Ascii(1)  19  :*******************
  Ascii(1)  30  :******************************
  Ascii(1)  19  :*******************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  23  :***********************
  Ascii(1)  29  :*****************************
  Ascii(1)  20  :********************
  Ascii(1)  28  :****************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  27  :***************************
  Ascii(1)  27  :***************************
  Ascii(1)  23  :***********************
  Ascii(1)  28  :****************************
  Ascii(1)  20  :********************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  20  :********************
  Ascii(1)  20  :********************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  21  :*********************
  Ascii(1)  32  :********************************
  Ascii(1)  32  :********************************
  Ascii(1)  32  :********************************
  Ascii(1)  32  :********************************
  Ascii(1)  32  :********************************
  Ascii(1)  32  :********************************
  Ascii(1)  32  :********************************
  Ascii(1)  32  :********************************
  Ascii(1)  32  :********************************
  Ascii(1)  13  :*************
  Ascii(1)  17  :*****************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  23  :***********************
  Ascii(1)  24  :************************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  31  :*******************************
  Ascii(1)  31  :*******************************
  Ascii(1)  31  :*******************************
  Ascii(1)  31  :*******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  30  :******************************
  Ascii(1)  24  :************************
  Ascii(1)  30  :******************************
  Ascii(1)  21  :*********************
  Ascii(1)  26  :**************************
  Ascii(1)  19  :*******************
  Ascii(1)  30  :******************************
  Ascii(1)  20  :********************
  Ascii(1)  22  :**********************
  Ascii(1)  22  :**********************
  Ascii(1)  20  :********************
  Ascii(1)  19  :*******************
  Ascii(1)  26  :**************************
  Ascii(1)  26  :**************************
  Ascii(1)  23  :***********************
  Ascii(1)  29  :*****************************
  Ascii(1)  20  :********************
  Ascii(1)  26  :**************************
  Ascii(1)  28  :****************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  25  :*************************
  Ascii(1)  27  :***************************
  Ascii(1)  27  :***************************
  Ascii(1)  23  :***********************
  Ascii(1)  28  :****************************
  Ascii(1)  20  :********************
  Ascii(1)  24  :************************
  Ascii(1)  24  :************************
